f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,sin_angle,cos_angle,angle_deg,state
0.0,0.0,0.0,0.045383327,-0.3743644,-0.048318036,-0.20424446,-0.63391536,-0.0046748333,-0.0775699,-0.87214,0.028532632,-0.107938096,-1.0463434,-0.098265044,0.2237249,-1.0010043,-0.013744631,0.34890518,-1.3094051,-0.038431022,0.60245353,-1.5709894,-0.002929512,0.62579346,-1.7145686,-0.029064758,0.54054433,-0.84011215,-0.04498194,0.6983976,-1.2125483,-0.055162583,0.8431506,-1.5832857,-0.11092182,1.022842,-1.7859148,-0.014872054,0.7176183,-0.54289776,0.030782701,0.9282101,-0.92568636,-0.012351156,1.1373609,-1.1576054,0.036141366,1.2201011,-1.4735001,-0.016761042,0.9279309,-0.2937472,-0.089168906,1.1475883,-0.65814966,-0.054391403,1.2618783,-0.923221,-0.016727492,1.3609036,-1.0746492,-0.08192922,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.036341242,-0.29201427,-0.032450616,-0.079915516,-0.5789049,0.056480527,-0.084882036,-0.7594003,-0.01388186,-0.12880525,-0.9706649,-0.044826534,0.15513301,-0.8222724,-0.10383966,0.3741529,-1.1359085,-0.025050694,0.53641444,-1.4035397,-0.07159383,0.6483102,-1.5502267,0.000954702,0.59089667,-0.80663,-0.013753368,0.677235,-1.00961,-0.03523405,0.8483267,-1.3904015,0.031272832,1.02703,-1.5959843,-0.0074200006,0.6822917,-0.5599164,0.0015033204,0.91586035,-0.84563625,-0.055191793,1.1177309,-1.0924506,0.012005894,1.0844227,-1.3583951,-0.118024014,0.9505316,-0.28703848,-0.027155567,1.0253657,-0.5974355,-0.12144822,1.1413548,-0.8410408,0.016389895,1.3374718,-1.0241804,0.025111323,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.09886906,-0.25330704,0.029552223,-0.12516017,-0.61358124,0.055917103,-0.23597515,-0.70077616,0.06807882,-0.150834,-0.97440475,0.11047329,0.12178478,-0.9376345,0.016648104,0.38781866,-1.1944243,0.12809701,0.4682884,-1.5281067,0.09304621,0.59086293,-1.6946983,-0.0071658217,0.41438448,-0.90953565,0.032100443,0.6422536,-1.1905935,0.07274173,0.818141,-1.4505436,0.017271059,0.9734416,-1.7290552,0.01080655,0.6433317,-0.49899372,0.07304441,0.9333553,-0.9187439,-0.004386456,1.0303097,-1.225182,-0.015200401,1.150574,-1.417589,0.010359567,0.92234105,-0.31116164,0.04562257,1.0929184,-0.6177767,-0.00440541,1.1492941,-0.9119735,0.043202534,1.2722411,-1.0162292,0.014266877,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.08001423,-0.32131818,-0.14438502,-0.24828428,-0.6555239,0.003856645,-0.19215591,-0.8970946,-0.07463933,-0.09802609,-1.0991771,-0.13323912,0.1543209,-0.95714015,-0.022345854,0.349121,-1.3192021,-0.015106545,0.53853756,-1.6192188,-0.07491782,0.56704223,-1.8161283,-0.068603024,0.4941844,-0.8535961,-0.16478904,0.65274435,-1.1649941,-0.09102988,0.8495034,-1.5438004,0.0016552265,1.0230882,-1.8921905,-0.04699593,0.6528315,-0.61305994,-0.067194715,0.8291291,-0.9774418,-0.04395966,1.0852076,-1.1822643,-0.05771956,1.1196407,-1.5875887,-0.031539306,0.9950754,-0.27368692,-0.050857056,1.1512183,-0.6687941,-0.13573721,1.2842461,-0.83339703,-0.046071082,1.3635145,-1.1025895,-0.105389416,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.06547577,-0.24365903,0.09677178,-0.14923084,-0.6431221,0.029968493,-0.1923662,-0.8871006,0.04528877,-0.13552277,-1.1817021,0.14619003,0.12497876,-0.9498928,0.082930736,0.41333225,-1.3680507,0.18372741,0.6545172,-1.6501281,0.15975296,0.6480699,-1.7819752,0.11893227,0.48443508,-0.8678082,0.11059618,0.7950279,-1.234309,0.107503444,0.8467274,-1.5194168,0.032318536,1.0744311,-1.7909298,0.13022941,0.6942047,-0.7010195,0.07400346,0.96558213,-0.903716,0.069397144,1.1012106,-1.2978911,0.06772884,1.1948752,-1.4601018,0.10090951,0.9636984,-0.27106947,0.0968878,1.0833975,-0.6646004,0.033891987,1.3427231,-0.93608075,-0.0019663635,1.3784506,-1.1188096,-0.04879332,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.052702997,-0.2816975,0.044322476,-0.12499463,-0.59754586,0.026598768,-0.19042946,-0.9091521,0.11007759,-0.1568438,-1.103476,0.0206333,0.17313018,-0.98520195,-0.011375296,0.44654992,-1.3737912,-0.015372488,0.70251614,-1.7343882,-0.047536533,0.6967169,-1.886936,0.03030928,0.4977407,-0.8671723,0.01632515,0.78813064,-1.316544,0.08826322,0.88860506,-1.6012073,0.031509973,1.21992,-1.9669048,0.062049564,0.8749227,-0.6709092,0.09539901,1.0593652,-1.0327989,0.093250476,1.2393621,-1.2772412,-0.07821257,1.4210186,-1.5721706,-0.057493664,1.1548126,-0.43241936,-0.03490442,1.308829,-0.67545587,0.0013117562,1.4315506,-1.0100385,-0.028257383,1.5072018,-1.1876032,0.002894453,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.06331186,-0.2588757,-0.062267706,-0.12884532,-0.5508252,0.027190838,-0.101811945,-0.76230645,-0.03217728,-0.08106173,-1.0216858,-0.018660232,0.19817767,-0.83191913,0.019820804,0.30971155,-1.2351913,-0.10488705,0.5230074,-1.5046053,-0.061487228,0.70540565,-1.6907129,-0.07534002,0.48679277,-0.8694881,-0.08380443,0.69116634,-1.1408391,-0.042092286,0.8503112,-1.491251,-0.036709674,1.0511259,-1.7345521,-0.06690331,0.7933168,-0.5432384,-0.06746009,0.9510225,-0.87084824,-0.03691325,1.0931238,-1.1992189,-0.046743143,1.192205,-1.337391,0.0050187544,0.9434929,-0.31292984,-0.003538458,1.1331896,-0.5747432,-0.0151508255,1.2085978,-0.8647932,-0.07789596,1.3629208,-0.97840106,-0.081927955,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.0968783,-0.3379899,-0.009425479,-0.14039336,-0.6470917,-0.0066213016,-0.10247867,-0.8900983,0.0017617814,-0.15706323,-1.1054295,0.010668254,0.21501021,-1.0167177,0.06574616,0.38488707,-1.2883276,-0.0004995669,0.5349565,-1.5751889,0.04909776,0.6085011,-1.7996963,0.05107143,0.45452058,-0.89061415,0.014743592,0.64437485,-1.2690551,-0.00317176,0.90698165,-1.5150031,0.028529922,1.0202451,-1.8595386,0.11536886,0.71705866,-0.6336948,0.055221375,0.93777823,-1.0373611,0.0426642,1.1098647,-1.3954321,-0.008125095,1.1397542,-1.4837217,-0.007246038,0.95469075,-0.37060246,0.0037893928,1.136697,-0.70793295,0.008796329,1.2613106,-1.0056437,-0.055745754,1.3656447,-1.0896069,0.0065556164,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.059783388,-0.31515944,0.07684169,-0.10495796,-0.66966146,0.00632234,-0.102943204,-0.84929955,-0.061157778,-0.08709062,-1.0887086,0.034554783,0.2025056,-0.9329258,-0.051483355,0.43628588,-1.3326039,0.048274286,0.59235525,-1.5407207,0.022165228,0.6741893,-1.8010747,-0.069652066,0.51114583,-0.85665137,0.069845,0.75101143,-1.2293898,-0.087889634,0.9371976,-1.5376974,0.047019683,1.0656404,-1.9299141,0.03108758,0.8094374,-0.5922945,0.07786075,0.9263841,-1.0016661,-0.02867468,1.0795605,-1.2915341,-0.12472052,1.2879069,-1.4418166,0.024295786,0.9919509,-0.31218493,-0.023429891,1.2121313,-0.52539474,0.00971855,1.3714342,-0.8916847,0.06813623,1.3940355,-1.141288,0.02245356,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.034620352,-0.36689383,0.036249287,-0.07503414,-0.65567577,0.036717497,-0.10363222,-0.8281633,0.02458765,-0.11471247,-1.0651289,0.08189983,0.19047417,-0.9290257,0.06000689,0.42510888,-1.2570417,0.10796551,0.53612524,-1.6001813,0.08927069,0.65813404,-1.7205254,0.043647394,0.5531542,-0.8330687,-0.0041014324,0.77012795,-1.1682487,0.11368661,0.8380893,-1.5249645,0.02286784,1.0871723,-1.8065956,0.04746013,0.84666,-0.6656413,0.05563148,0.9407789,-0.9778412,0.018112918,1.1131648,-1.3173476,0.090666614,1.1787691,-1.4390234,-0.025400927,0.93779457,-0.35122958,0.02805678,1.0672424,-0.63624936,0.03215075,1.2492837,-0.79297364,0.0728159,1.281499,-1.1475099,0.047036838,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,0.042467684,-0.27362457,-0.12747747,-0.03698754,-0.5700425,-0.11480695,-0.09233838,-0.8266341,-0.108719066,-0.21964003,-1.0994135,-0.112088986,0.21857995,-0.9052375,-0.08123316,0.38115722,-1.2421052,-0.068898305,0.52802926,-1.6028794,-0.059608612,0.64379954,-1.7730824,-0.113680996,0.54581034,-0.8354489,-0.064157605,0.6720997,-1.2146983,-0.076427415,0.86015964,-1.5051361,-0.078706995,1.0902792,-1.7721089,-0.04710357,0.6861916,-0.62566835,-0.15107906,0.9780289,-0.984786,-0.048517384,1.1128286,-1.2131077,-0.06622171,1.1491308,-1.3662813,-0.059176214,0.94396114,-0.30686364,-0.10752015,1.0780325,-0.59981465,-0.09756559,1.2484187,-0.91240937,-0.09323077,1.4106393,-1.0817418,-0.12706204,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.05998216,-0.32058415,-0.07222417,-0.22511038,-0.57136,-0.066263184,-0.1269963,-0.90914977,-0.16325442,-0.18112983,-1.1536664,-0.113276266,0.19982108,-0.8528127,-0.0590543,0.37419012,-1.2961323,-0.06283911,0.74333936,-1.6984606,-0.13089022,0.7472586,-1.8364216,-0.13312687,0.50055283,-0.86242527,-0.07529646,0.7974829,-1.2248133,-0.065476775,0.98127633,-1.6080775,-0.01296952,1.0912607,-1.8965865,-0.07244654,0.76739675,-0.6234095,-0.12637995,1.1005162,-1.0781143,0.03588353,1.1242682,-1.3471826,-0.066063285,1.3552035,-1.4797016,-0.047128137,1.0321066,-0.3306543,-0.04357461,1.3428559,-0.58366424,-0.14183263,1.3688471,-0.916935,-0.10501674,1.5350457,-1.0771129,-0.012523433,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.01200996,-0.16559225,-0.06981283,-0.06262926,-0.5409442,-0.1308199,0.016339298,-0.7533651,-0.024265712,-0.09300346,-0.97994256,-0.102670625,0.26571754,-0.79388356,-0.043030344,0.4980659,-1.235216,-0.13958338,0.7050126,-1.460622,-0.137776,0.73516876,-1.648926,-0.07051188,0.5775028,-0.8049825,-0.13599138,0.7595626,-1.1700045,-0.086714774,0.7864751,-1.4160188,0.0076373373,1.1350236,-1.7772958,-0.08874808,0.80522764,-0.61479163,-0.0950363,0.95725024,-0.79552394,-0.100594945,1.1626981,-1.0925719,-0.09570745,1.2432717,-1.3267922,-0.035331283,1.0043039,-0.22681338,-0.17415245,1.2204242,-0.60083926,-0.12390407,1.290579,-0.79921424,-0.14937007,1.3638707,-1.0751141,-0.11494613,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.12020644,-0.36840433,-0.007551413,-0.13178895,-0.68617946,0.041946314,-0.15784547,-0.9165846,0.018781615,-0.06883574,-1.090409,-0.08344582,0.2344791,-0.9556271,0.05596907,0.2706036,-1.3275824,0.075337194,0.49900964,-1.6020887,-0.049804125,0.6041149,-1.8007157,0.0029624929,0.46489644,-0.88507617,0.022614207,0.6534505,-1.2575825,0.036156856,0.8556826,-1.493574,-0.018777134,0.9445596,-1.8211443,-0.021455675,0.7283134,-0.71157426,0.041098174,0.92314225,-1.0017498,0.013012242,1.0311244,-1.3068728,-0.022739869,1.2361033,-1.4548483,-0.01813256,0.86074317,-0.40051967,0.023818549,1.0245593,-0.6982318,0.073325075,1.2659705,-0.92457294,-0.0063507394,1.3868847,-1.0903062,0.049880374,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.10189829,-0.23146373,0.014770867,-0.14097348,-0.5814616,0.049997598,-0.0527712,-0.7798196,0.07286039,-0.08936165,-1.0850102,-0.017103493,0.18212597,-0.8584679,0.007855002,0.43587935,-1.2930608,0.10080182,0.5075366,-1.5505984,0.0027626697,0.6457122,-1.7680336,0.06625855,0.5027097,-0.8642359,0.019477012,0.7455517,-1.1878624,-0.010841531,0.9737029,-1.4782742,0.001016796,1.0497296,-1.7807425,-0.04229605,0.74567974,-0.5364738,0.026757045,0.9831801,-0.8448865,0.13543457,1.1364092,-1.1979004,0.027470564,1.256925,-1.4430641,-0.0048990203,1.0079591,-0.2163387,0.05238382,1.0599842,-0.5812112,0.05243785,1.3460679,-0.7821369,-0.014980994,1.3462548,-0.969854,-0.033200443,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.12706617,-0.34312898,-0.013719104,-0.21046071,-0.64628655,-0.13404545,-0.14371541,-0.8559911,-0.06566816,-0.0726992,-1.0395977,-0.05307186,0.10907906,-0.8918274,-0.06283555,0.3522573,-1.2317872,0.011794296,0.48793653,-1.543942,-0.034642853,0.62815934,-1.6708183,-0.08680475,0.517853,-0.84787196,-0.113760374,0.6363885,-1.2346013,-0.11543296,0.7829253,-1.4671391,-0.018849282,0.9534171,-1.7563243,-0.12698989,0.6885109,-0.6485279,-0.10406709,0.8987195,-1.0249262,-0.04981317,1.0865238,-1.2260644,-0.12595919,1.1146582,-1.3962518,-0.058978617,0.92802733,-0.39573184,-0.031246275,1.0584872,-0.60888,-0.0724446,1.2110751,-0.9192688,-0.086969316,1.3570343,-1.0780321,-0.08504528,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.09456651,-0.38872945,0.057679996,-0.13521573,-0.59491765,0.017828481,-0.14234704,-0.81783503,0.03910039,-0.061405603,-1.1625177,-0.011382162,0.21269202,-0.9924331,0.0102592725,0.47001448,-1.4728683,-0.06473164,0.5567342,-1.7152909,0.050271813,0.7137336,-1.8958634,-0.052589357,0.54862905,-0.835732,-0.023624457,0.8678071,-1.3055872,0.011268082,1.0719099,-1.6473118,-0.012510078,1.2171487,-1.8690718,-0.014170221,0.832129,-0.6342412,0.06875863,1.0573187,-1.0139158,0.07525485,1.2450991,-1.4217777,-0.09111173,1.3743353,-1.5415804,0.007448596,1.0770941,-0.35151768,-0.0499661,1.2788018,-0.73063904,0.03891223,1.41129,-0.9052093,-0.05311238,1.666599,-1.1369616,0.024364753,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.12963866,-0.30122608,0.005257327,-0.14562844,-0.66103786,0.011210554,-0.223656,-1.0130882,0.054219212,-0.12168313,-1.1155266,-0.03242567,0.13819773,-1.0066615,-0.028167669,0.27660683,-1.3529924,-0.0028916143,0.55983955,-1.7341256,0.070410274,0.54644907,-1.8236752,-0.0010049262,0.39944085,-0.9167389,0.006066689,0.78183246,-1.267645,-0.0050589037,0.8826224,-1.6640592,-0.05754617,1.0918972,-1.921635,0.09217308,0.68749666,-0.5878903,-0.051074132,0.99071985,-0.97742754,-0.08387717,1.086505,-1.3942649,-0.029673604,1.1261613,-1.5498418,0.08626401,0.9069989,-0.37948394,0.029812224,1.1592804,-0.63714916,-0.00046843285,1.3387142,-1.0247825,-0.003583434,1.4405807,-1.2082133,-0.006096775,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.17090848,-0.33208814,-0.0417122,-0.27463692,-0.5595325,-0.028879736,-0.31706005,-0.9457478,-0.014783099,-0.20003052,-1.1097686,-0.002426458,0.045117706,-0.933225,-0.066005066,0.31661046,-1.3503795,0.011838172,0.53476703,-1.6625258,0.01041547,0.5434237,-1.9104683,0.0065856725,0.3856879,-0.9223841,-0.021271197,0.6728334,-1.2858986,-0.04758204,0.8541871,-1.6109544,-0.0025283778,1.0244391,-1.9126267,0.008240465,0.6112729,-0.63436455,-0.06961374,0.89602274,-1.0406877,-0.026128229,1.0088443,-1.337393,-0.061403014,1.0888971,-1.523262,-0.053691696,0.81713593,-0.33236492,0.09319796,1.0979323,-0.61436254,0.017989457,1.2000741,-0.81224173,-0.0045991135,1.3387426,-1.12752,-0.11499302,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.015470246,-0.22641848,-0.08881426,-0.17343618,-0.5295685,-0.035534833,-0.18213443,-0.8150252,-0.020439861,-0.10901348,-1.1445929,0.017809294,0.22179204,-0.80968916,0.0443604,0.50169617,-1.3862238,0.01666424,0.6803241,-1.6447812,0.025191808,0.7468627,-1.8089776,0.054366603,0.57285565,-0.81927353,-0.02504582,0.7748745,-1.3135655,0.011858787,0.9945324,-1.4829286,0.033505626,1.0469389,-1.8866796,-0.012633064,0.6386867,-0.53064436,0.01245925,1.0213689,-1.0001727,0.039734002,1.2543043,-1.262992,-0.01120477,1.2557435,-1.396863,-0.013863484,1.0449961,-0.2595548,0.014514009,1.2521561,-0.65089023,-0.07751551,1.3390186,-0.8798462,-0.00063063146,1.5444773,-1.0776148,-0.021326823,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.103036016,-0.26378754,0.049862638,-0.18453662,-0.51454735,0.017041383,-0.15583703,-0.8133349,0.07178379,-0.14511041,-0.9717406,0.052205484,0.1821395,-0.797079,0.0918653,0.29730085,-1.2332389,0.14847118,0.5089731,-1.4657667,0.01861092,0.5598151,-1.6525077,0.05557141,0.5322809,-0.8423347,0.084553495,0.7482197,-1.0808177,0.0768878,0.7972597,-1.3816848,0.092077196,0.985654,-1.7411822,0.10138008,0.6829904,-0.5341753,0.0773949,0.87457323,-0.8906325,0.10639472,1.028033,-1.1716517,0.08540482,1.0974392,-1.4087301,0.055738144,0.90958345,-0.30607033,0.08779645,1.102369,-0.52430326,0.046047702,1.2559146,-0.861011,0.0026822179,1.2911799,-1.0390065,0.029825492,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.017126672,-0.3303137,0.012782023,-0.112679236,-0.60749227,0.02208669,-0.16018514,-0.94049716,0.0016144722,-0.10419966,-1.1716993,0.12802699,0.2119166,-0.94175434,0.077840514,0.40035224,-1.370553,-0.022121858,0.59340703,-1.6722345,0.010204708,0.68120986,-1.7576692,0.007701957,0.513242,-0.85747015,0.03643624,0.7264788,-1.2978733,0.104286574,1.0265851,-1.6470032,0.04580334,1.1264119,-1.9363585,0.046433784,0.7556467,-0.619279,0.093820706,1.0714461,-1.0615838,0.0059602247,1.1749669,-1.3214592,0.123908766,1.3403194,-1.4960954,-0.057761975,1.0716947,-0.41783708,0.018899946,1.2240807,-0.6433107,0.006995,1.3985671,-0.9729609,0.004012018,1.5407884,-1.1771723,-0.062203363,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.03380152,-0.25755128,0.0089737745,-0.082653224,-0.5784785,0.010866773,-0.07677943,-0.78793275,-0.015475405,-0.016505012,-1.0198796,0.056065917,0.25477597,-0.8999197,0.094898865,0.30250317,-1.2332075,0.010165641,0.5360938,-1.5690801,-0.033164542,0.6964155,-1.7597393,0.07673894,0.5879688,-0.80591,-0.06929441,0.73262376,-1.2097703,0.04718087,0.96913564,-1.3973571,-0.008168356,1.1947453,-1.6927793,-0.03098587,0.78244334,-0.58983,-0.0803086,1.0545835,-0.945516,-0.016399527,1.1748793,-1.1883289,-0.008049098,1.2962719,-1.3451899,0.040386874,0.9640453,-0.3259398,-0.004156321,1.1667624,-0.63988334,0.009337975,1.2741557,-0.9487709,-0.009234123,1.4647228,-1.033748,0.032832127,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.1720133,-0.2831627,-0.0043280167,-0.25257072,-0.62325406,0.08205207,-0.32995027,-0.85705686,0.01873525,-0.21523525,-1.1793114,0.095307566,0.062208705,-0.93612045,-0.010596307,0.38829306,-1.4168628,0.09725954,0.58139855,-1.7780797,0.026947804,0.6247768,-1.9277347,0.04214668,0.51406014,-0.85062,0.11039843,0.76015955,-1.3065962,-0.011508868,0.8780701,-1.6493902,-0.0043489463,1.0692132,-1.9897372,0.035007548,0.73070556,-0.5965119,0.018501151,1.0709022,-1.0979466,-0.023669844,1.2346592,-1.293005,0.012173915,1.3124428,-1.6464852,0.03322555,0.9910888,-0.2680914,0.0674681,1.2308042,-0.6150534,-0.04401173,1.4235306,-0.995828,-0.08629468,1.5196304,-1.1517303,0.04329797,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.07159319,-0.37223622,0.006944375,-0.12708823,-0.66234875,0.0032616807,-0.11243446,-0.82349104,-0.005458342,-0.1188996,-1.0777131,0.0053089526,0.15083095,-0.9058879,0.001111827,0.36555162,-1.2692062,0.012411631,0.5151831,-1.595715,-0.09528634,0.66172487,-1.7476565,-0.16264473,0.44522423,-0.89537287,0.009105192,0.7143646,-1.2133197,0.007363053,0.86292654,-1.5327247,0.04848247,1.0533036,-1.7723488,0.028047984,0.66047,-0.56092405,-0.078866966,0.9056161,-0.9945545,-0.035831157,1.140857,-1.2620707,0.056240443,1.2155735,-1.4266412,-0.060476195,0.8867639,-0.34200692,-0.05934121,1.1054087,-0.6336113,-0.05795799,1.2342081,-0.92166865,0.04496462,1.3272446,-1.0808961,-0.030065877,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,0.043027747,-0.26900706,0.028869048,-0.10469608,-0.49613854,-0.055667624,-0.07984081,-0.7724587,0.03560108,-0.086453624,-1.1274282,0.009124138,0.2827195,-0.90220535,-0.004394933,0.49300584,-1.3729721,-0.12613176,0.6705995,-1.58685,0.086077884,0.71535146,-1.8320955,0.056708224,0.5513849,-0.83422863,-0.0061020255,0.80900925,-1.2275814,0.0023521644,0.96200275,-1.6484188,-0.0137913395,1.1236742,-1.7752725,-0.021047348,0.8703436,-0.5495151,-0.037890334,1.0296013,-0.924349,-0.035519715,1.1682816,-1.1726315,0.0003502658,1.2466943,-1.4852577,-0.041901104,1.07256,-0.27619156,-0.06455712,1.2424518,-0.65083027,-0.047259204,1.4695938,-0.8505596,0.028211566,1.5819913,-1.0846936,-0.01622884,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.22051379,-0.23935243,-0.12316022,-0.20980419,-0.67458147,-0.04750616,-0.180316,-0.84406537,-0.09479129,-0.26458776,-1.1635892,-0.011997461,0.051137067,-0.99401414,-0.093201794,0.26750708,-1.289079,0.01191634,0.4898259,-1.5469713,-0.01830368,0.5545924,-1.721988,-0.14795274,0.3910866,-0.92035216,0.0018100563,0.60874116,-1.2473965,-0.046450462,0.81247336,-1.5229431,-0.0036744014,0.9124198,-1.7714349,-0.04289101,0.6646483,-0.596257,-0.089196876,0.8484876,-1.012414,-0.08578739,1.1025995,-1.2336208,-0.119226515,1.0692406,-1.4916276,-0.052058507,0.81954074,-0.3612278,-0.08774409,1.0357041,-0.73534113,-0.04241075,1.2319083,-0.88617516,-0.06832952,1.2527094,-1.0105824,-0.019929735,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.17991874,-0.25542632,-0.102347985,-0.28971693,-0.5742212,-0.06752686,-0.26986074,-0.8624582,-0.08363701,-0.2512895,-1.1772001,-0.0925303,0.048656162,-1.005983,-0.04697934,0.22588037,-1.4095471,-0.109268375,0.46712956,-1.6862878,-0.059980568,0.5148037,-1.8983417,-0.03135393,0.51360077,-0.8563879,-0.053046394,0.70184296,-1.2933339,-0.055371605,0.8896354,-1.6109434,-0.068837516,1.0171877,-1.9426382,-0.1124158,0.6390446,-0.552513,-0.061197583,1.0522879,-1.0461407,-0.09059473,1.1954222,-1.2381524,0.034826014,1.235736,-1.4657685,-0.0023703938,0.8840554,-0.293212,-0.114807986,1.1387111,-0.57902336,-0.06563115,1.3927177,-0.91339743,-0.11312134,1.4683206,-1.1070945,-0.037899915,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.09784604,-0.2873521,-0.041658264,-0.21917167,-0.5109814,-0.022879144,-0.15300873,-0.7996309,-0.012159421,-0.0934463,-1.1221662,-0.12329073,0.22805883,-0.9791373,-0.031559326,0.4076082,-1.310802,-0.059491076,0.56732297,-1.7421163,-0.022568664,0.69169575,-1.9124837,0.0030779908,0.53955543,-0.84090364,-0.041964155,0.7972671,-1.2298348,0.0115944175,1.0117513,-1.5269842,0.063801885,1.104262,-1.8702686,-0.033241123,0.7844801,-0.5725215,-0.03787137,0.9415794,-1.0020543,-0.054539878,1.2451019,-1.282012,-0.035043765,1.2169869,-1.5062357,-0.06153509,1.0163562,-0.38062686,0.011861885,1.2159446,-0.6332029,0.012263488,1.359134,-0.9478537,-0.01289493,1.4042485,-1.1319989,-0.03321943,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.15668748,-0.2508,0.011326276,-0.22187977,-0.5057899,0.0005977458,-0.18022723,-0.8458021,0.0811032,-0.20930433,-1.0462352,0.06381928,0.14858694,-0.90810454,0.028518036,0.30193537,-1.2527323,0.07493914,0.5375163,-1.5034834,0.094702154,0.6770963,-1.6707369,0.024193568,0.49629286,-0.86289537,0.09542009,0.7576238,-1.1362305,-0.00064020045,0.88353467,-1.438918,0.023984391,1.0136044,-1.7795459,-0.091262884,0.66064703,-0.58524084,0.017992236,0.9704047,-0.87559026,-0.004498112,1.1064997,-1.2396718,0.03108193,1.2430216,-1.4448477,-0.010350351,0.9374589,-0.29923406,0.05517225,1.1708746,-0.6298106,0.06204757,1.2459551,-0.8082423,0.08734358,1.4056069,-1.0480573,0.031850226,0.8660254037844386,0.5000000000000001,60.0,CONTROL
0.0,0.0,0.0,-0.055711966,-0.33606783,0.04288786,-0.116943896,-0.58130467,0.07640073,-0.18918051,-0.8259283,0.08238096,-0.11933263,-1.0660868,0.047981165,0.19682534,-0.9452,0.16833329,0.35245028,-1.2403713,0.023076769,0.54768956,-1.5791216,0.07593662,0.73079044,-1.6259105,0.02105777,0.5200098,-0.85243803,0.05421433,0.7586474,-1.2388383,0.10041364,0.90510213,-1.5166284,0.05331943,1.0125203,-1.8406835,-0.013580362,0.7227396,-0.65379417,0.05576345,0.9576571,-0.9826445,0.03488267,1.0958091,-1.2830018,0.11377619,1.2915331,-1.4235791,0.0527164,1.0009156,-0.3574845,0.04268098,1.0720892,-0.6157364,0.07459407,1.2941898,-0.88433254,0.07473755,1.409493,-1.1337323,0.014854077,0.8660254037844386,0.5000000000000001,60.0,CONTROL
